case;language;type;file;cosine_similarity;bleu_score;rouge_1;rouge_2;rouge_3;rouge_4;rouge_l_score
medicine_4;english;modify;Case_4_Medicine_English_summary_mod_2.csv;0.9728529383800096;0.8792423401782091;0.9223300970873786;0.8905109489051095;0.8634146341463416;0.8386308068459657;0.9199029126213593
medicine_4;english;synonyms;Case_4_Medicine_English_summary_synonyms_1.csv;0.9950169422382174;0.9574413475535215;0.976629766297663;0.9617755856966709;0.9493201483312732;0.9368029739776952;0.974169741697417
medicine_4;english;synonyms;Case_4_Medicine_English_summary_synonyms_2.csv;0.9935204545275019;0.9171990344919715;0.9642416769420469;0.9245982694684796;0.8971499380421314;0.8720496894409937;0.9568434032059185
medicine_4;english;synonyms;Case_4_Medicine_English_summary_synonyms_3.csv;0.9895741455473716;0.8733033091742017;0.9385749385749386;0.8768472906403941;0.8395061728395061;0.8044554455445545;0.9287469287469288
medicine_5;english;delete;Case_5_Medicine_English_summary_delete_1.csv;0.9722659611699295;0.8984944743049916;0.9537037037037037;0.9380804953560371;0.9223602484472051;0.9065420560747663;0.9537037037037037
medicine_5;english;delete;Case_5_Medicine_English_summary_delete_3.csv;0.8863772365222458;0.6796677583586258;0.8269896193771626;0.78125;0.735191637630662;0.6888111888111887;0.8269896193771626
medicine_5;english;delete;Case_5_Medicine_English_summary_delete_2.csv;0.9173812205879444;0.7833404158453527;0.8975609756097562;0.867862969004894;0.8379705400981996;0.8078817733990148;0.8975609756097562
medicine_5;english;modify;Case_5_Medicine_English_mod_1.csv;0.9871432743484877;0.9604161408599261;0.9764705882352942;0.9646017699115044;0.9526627218934911;0.940652818991098;0.9764705882352942
medicine_5;english;modify;Case_5_Medicine_English_mod_3.csv;0.9505801191138514;0.7875173916580153;0.8636363636363638;0.8062678062678061;0.7714285714285714;0.7392550143266475;0.8551136363636365
medicine_5;english;modify;Case_5_Medicine_English_mod_2.csv;0.977338434369597;0.8750779707751746;0.9270386266094421;0.9038737446197992;0.883453237410072;0.862914862914863;0.9241773962804005
medicine_5;english;synonyms;Case_5_Medicine_English_summary_synonyms_3.csv;0.9817573616033101;0.8434432307293421;0.9385964912280702;0.8475073313782991;0.7941176470588235;0.7463126843657818;0.9122807017543859
medicine_5;english;synonyms;Case_5_Medicine_English_summary_synonyms_2.csv;0.9838524767556858;0.9074672659917435;0.9587020648967551;0.9053254437869822;0.8724035608308606;0.8422619047619048;0.9469026548672567
medicine_5;english;synonyms;Case_5_Medicine_English_summary_synonyms_1.csv;0.9853270151085268;0.9570705710952306;0.983751846381093;0.954074074074074;0.9390787518573551;0.9269746646795827;0.9778434268833086
medicine_2;english;delete;Case_2_Medicine_English_summary_delete_2.csv;0.9894607508960256;0.8544964204056865;0.9295352323838081;0.9082706766917295;0.8808446455505279;0.853252647503782;0.9295352323838081
medicine_2;english;delete;Case_2_Medicine_English_summary_delete_3.csv;0.9824922150542521;0.7208648374902257;0.8371335504885993;0.80718954248366;0.7737704918032787;0.7434210526315789;0.8371335504885993
medicine_2;english;delete;Case_2_Medicine_English_summary_delete_1.csv;0.9908967561037212;0.9189219802278275;0.9637155297532656;0.9519650655021835;0.9401459854014599;0.9282576866764275;0.9637155297532656
medicine_2;english;modify;Case_2_Medicine_English_summary_mod_2.csv;0.9869575872939841;0.8722371081315871;0.9126213592233009;0.8678720445062587;0.8368200836820082;0.8055944055944056;0.9042995839112344
medicine_2;english;modify;Case_2_Medicine_English_summary_mod_3.csv;0.9439833463019649;0.5446043413508679;0.6571428571428571;0.5414012738853504;0.49520766773162944;0.451923076923077;0.6190476190476191
medicine_2;english;modify;Case_2_Medicine_English_summary_mod_1.csv;0.9943928743874745;0.9483827535540728;0.973352033660589;0.9423347398030942;0.92524682651622;0.9080622347949081;0.9677419354838709
medicine_2;english;synonyms;Case_2_Medicine_English_summary_synonyms_1.csv;0.9593194917964576;0.9367882674626334;0.9663865546218487;0.9438202247191011;0.9295774647887324;0.9152542372881356;0.9663865546218487
medicine_2;english;synonyms;Case_2_Medicine_English_summary_synonyms_2.csv;0.956606111570207;0.8965005261418331;0.9426573426573426;0.9032258064516129;0.8748241912798874;0.849083215796897;0.9398601398601398
medicine_2;english;synonyms;Case_2_Medicine_English_summary_synonyms_3.csv;0.9526566123048388;0.854092780581835;0.9209431345353675;0.8623087621696802;0.8200836820083682;0.7804195804195803;0.9153952843273231
medicine_1;english;delete;Case_1_Medicine_English_summary_delete_3.csv;0.9115390484882618;0.6820070466053508;0.8337595907928389;0.7814910025706939;0.7183462532299741;0.6597402597402596;0.8337595907928389
medicine_1;english;delete;Case_1_Medicine_English_summary_delete_2.csv;0.9821995327473241;0.7887976781770965;0.898550724637681;0.8689320388349514;0.8341463414634146;0.803921568627451;0.898550724637681
medicine_1;english;delete;Case_1_Medicine_English_summary_delete_1.csv;0.992540592265912;0.8896825970437429;0.9541284403669724;0.935483870967742;0.9120370370370371;0.8883720930232559;0.9541284403669724
medicine_1;english;modify;Case_1_Medicine_English_summary_mod_2.csv;0.9655244756175513;0.7726588025109713;0.8652173913043478;0.7685589519650655;0.706140350877193;0.6431718061674008;0.8391304347826085
medicine_1;english;modify;Case_1_Medicine_English_summary_mod_3.csv;0.8609777007626974;0.5772597527242632;0.7118644067796609;0.5574468085106383;0.47435897435897434;0.39484978540772536;0.673728813559322
medicine_1;english;modify;Case_1_Medicine_English_summary_mod_1.csv;0.9941868985276131;0.893662008842334;0.9375;0.9013452914798206;0.8693693693693694;0.83710407239819;0.9330357142857142
medicine_1;english;synonyms;Case_1_Medicine_English_summary_synonyms_1.csv;0.9961322161322427;0.9274936738366083;0.9653679653679653;0.9391304347826086;0.9170305676855894;0.894736842105263;0.9653679653679653
medicine_1;english;synonyms;Case_1_Medicine_English_summary_synonyms_2.csv;0.9950237524802197;0.8788997952031852;0.941684665226782;0.8937093275488069;0.8496732026143791;0.8052516411378556;0.941684665226782
medicine_1;english;synonyms;Case_1_Medicine_English_summary_synonyms_3.csv;0.9924622579112956;0.8114556163558185;0.9307359307359307;0.8391304347826087;0.7554585152838429;0.6929824561403508;0.9004329004329005
medicine_3;finnish;delete;Case_3_Medicine_Finnish_delete_2.csv;0.94005953681796;0.8523930874315424;0.9131313131313131;0.8803245436105477;0.8513238289205702;0.8261758691206544;0.9131313131313131
medicine_3;finnish;delete;Case_3_Medicine_Finnish_delete_3.csv;0.9286317802561378;0.7911048188823429;0.8888888888888888;0.8388429752066117;0.7966804979253113;0.7583333333333334;0.8888888888888888
medicine_3;finnish;delete;Case_3_Medicine_Finnish_delete_1.csv;0.9754733386847798;0.92660720164764;0.9693486590038314;0.9500000000000001;0.9343629343629344;0.9224806201550387;0.9693486590038314
medicine_3;finnish;modify;Case_3_Medicine_Finnish_summary_mod_3.csv;0.9196361588386557;0.8416486359008153;0.9025270758122743;0.8550724637681161;0.8181818181818181;0.7883211678832117;0.8880866425992779
medicine_3;finnish;modify;Case_3_Medicine_Finnish_summary_mod_2.csv;0.9344935717090067;0.8968810112843956;0.9259259259259259;0.8810408921933085;0.8470149253731343;0.8202247191011236;0.9111111111111111
medicine_3;finnish;modify;Case_3_Medicine_Finnish_summary_mod_1.csv;0.961374514745373;0.9366032981105059;0.9475655430711611;0.924812030075188;0.9018867924528302;0.8825757575757576;0.9400749063670412
medicine_3;finnish;synonyms;Case_3_Medicine_Finnish_summary_synonyms_1.csv;0.9932490483350506;0.945850575963274;0.9666666666666667;0.9479553903345724;0.9291044776119403;0.9101123595505618;0.9666666666666667
medicine_3;finnish;synonyms;Case_3_Medicine_Finnish_summary_synonyms_3.csv;0.9858259811325657;0.858685182473562;0.9171270718232043;0.8502772643253236;0.8014842300556585;0.7560521415270018;0.9060773480662984
medicine_3;finnish;synonyms;Case_3_Medicine_Finnish_summary_synonyms_2.csv;0.9907794770020155;0.9014091847586653;0.9424860853432283;0.8975791433891992;0.8635514018691589;0.8292682926829268;0.935064935064935
medicine_4;finnish;delete;Case_4_Medicine_Finnish_summary_delete_1.csv;0.9804978672491406;0.9255095167555557;0.9704142011834319;0.9495548961424333;0.9345238095238095;0.9194029850746269;0.9704142011834319
medicine_4;finnish;delete;Case_4_Medicine_Finnish_summary_delete_3.csv;0.9666153030165473;0.7948440866764916;0.9082426127527217;0.858034321372855;0.8200312989045383;0.7817896389324961;0.9082426127527217
medicine_4;finnish;delete;Case_4_Medicine_Finnish_summary_delete_2.csv;0.9682156900705716;0.8798921101710362;0.9491017964071855;0.912912912912913;0.8855421686746988;0.8580060422960725;0.9491017964071855
medicine_4;finnish;modify;Case_4_Medicine_Finnish_summary_mod_1.csv;0.9924782279765789;0.9487527252052075;0.9715909090909091;0.9572649572649572;0.9428571428571428;0.9283667621776504;0.9715909090909091
medicine_4;finnish;modify;Case_4_Medicine_Finnish_summary_mod_2.csv;0.9624488979872485;0.886561001234721;0.9252468265162199;0.8939179632248939;0.8709219858156028;0.8506401137980086;0.9252468265162199
medicine_4;finnish;modify;Case_4_Medicine_Finnish_summary_mod_3.csv;0.9462240909710061;0.7890599952524389;0.8481532147742818;0.7928669410150891;0.7620357634112792;0.736551724137931;0.8399452804377565
medicine_4;finnish;synonyms;Case_4_Medicine_Finnish_summary_synonyms_2.csv;0.9863542626359151;0.9190438408534674;0.9585121602288984;0.926829268292683;0.8949640287769783;0.8658008658008657;0.9585121602288984
medicine_4;finnish;synonyms;Case_4_Medicine_Finnish_summary_synonyms_3.csv;0.9841677470910761;0.873372874601145;0.9318181818181818;0.8831908831908832;0.8371428571428572;0.7965616045845273;0.9318181818181818
medicine_4;finnish;synonyms;Case_4_Medicine_Finnish_summary_synonyms_1.csv;0.987599167780537;0.9624786024428515;0.9756795422031475;0.9612625538020085;0.9467625899280576;0.9321789321789321;0.9756795422031475
medicine_5;finnish;delete;Case_5_Medicine_Finnish_summary_delete_1.csv;0.945004255237418;0.886953430635933;0.9562171628721541;0.938488576449912;0.9206349206349207;0.9026548672566371;0.9562171628721541
medicine_5;finnish;delete;Case_5_Medicine_Finnish_summary_delete_3.csv;0.8619014648264826;0.6658128806985565;0.8198019801980199;0.7713717693836979;0.7225548902195609;0.6773547094188377;0.8198019801980199
medicine_5;finnish;delete;Case_5_Medicine_Finnish_summary_delete_2.csv;0.8796072142192017;0.7575248453674568;0.8962962962962964;0.8624535315985129;0.8283582089552239;0.7940074906367041;0.8962962962962964
medicine_5;finnish;modify;Case_5_Medicine_Finnish_summary_mod_1.csv;0.9783760030201113;0.95548128629276;0.9732441471571907;0.959731543624161;0.9461279461279462;0.9324324324324323;0.9732441471571907
medicine_5;finnish;modify;Case_5_Medicine_Finnish_summary_mod_2.csv;0.9693989032213722;0.8623377509004547;0.922077922077922;0.8957654723127035;0.8725490196078431;0.8524590163934426;0.9188311688311689
medicine_5;finnish;modify;Case_5_Medicine_Finnish_summary_mod_3.csv;0.9592361174693388;0.7763868071078421;0.8617363344051447;0.8096774193548387;0.7702265372168284;0.7402597402597404;0.8360128617363344
medicine_5;finnish;synonyms;Case_5_Medicine_Finnish_summary_synonyms_1.csv;0.9783413097456306;0.9538034988088542;0.9715242881072027;0.9546218487394958;0.9409780775716695;0.9272419627749577;0.9715242881072027
medicine_5;finnish;synonyms;Case_5_Medicine_Finnish_summary_synonyms_3.csv;0.972907381905181;0.8610694921880474;0.9271523178807947;0.8637873754152823;0.8166666666666667;0.7759197324414716;0.9205298013245033
medicine_5;finnish;synonyms;Case_5_Medicine_Finnish_summary_synonyms_2.csv;0.9760252186049474;0.9142917983977459;0.9550748752079866;0.9181969949916527;0.8877721943048577;0.8605042016806722;0.9550748752079866
medicine_2;finnish;delete;Case_2_Medicine_Finnish_summary_delete_2.csv;0.9726729621055308;0.8144273105085227;0.9059233449477352;0.8706293706293705;0.8350877192982455;0.8028169014084506;0.9059233449477352
medicine_2;finnish;delete;Case_2_Medicine_Finnish_summary_delete_3.csv;0.9586157102226911;0.7001850677574436;0.8173258003766478;0.775047258979206;0.7324478178368121;0.6971428571428573;0.8173258003766478
medicine_2;finnish;delete;Case_2_Medicine_Finnish_summary_delete_1.csv;0.9772382850211926;0.9102092852437897;0.9619834710743801;0.945273631840796;0.9284525790349418;0.9148580968280468;0.9619834710743801
medicine_2;finnish;modify;Case_2_Medicine_Finnish_summary_mod_3.csv;0.8992441890412488;0.5132644786652061;0.6067796610169491;0.48299319727891155;0.42662116040955633;0.37328767123287676;0.559322033898305
medicine_2;finnish;modify;Case_2_Medicine_Finnish_summary_mod_2.csv;0.98036194539573;0.8353358355905895;0.8888888888888888;0.8463855421686747;0.8126888217522658;0.7818181818181819;0.8738738738738737
medicine_2;finnish;modify;Case_2_Medicine_Finnish_summary_mod_1.csv;0.988785693926451;0.9323716150460379;0.945859872611465;0.9233226837060703;0.9038461538461539;0.8842443729903537;0.9426751592356688
medicine_2;finnish;synonyms;Case_2_Medicine_Finnish_summary_synonyms_2.csv;0.9772947158599664;0.9212202055906106;0.9523809523809524;0.9108280254777069;0.8785942492012779;0.8525641025641026;0.946031746031746
medicine_2;finnish;synonyms;Case_2_Medicine_Finnish_summary_synonyms_3.csv;0.9713204555496171;0.8798831728701011;0.9367088607594937;0.8793650793650793;0.8312101910828025;0.7891373801916932;0.930379746835443
medicine_2;finnish;synonyms;Case_2_Medicine_Finnish_summary_synonyms_1.csv;0.9761924148729111;0.9654384225047831;0.9728867623604466;0.96;0.9470304975922954;0.9371980676328503;0.9728867623604466
medicine_1;finnish;delete;Case_1_Medicine_Finnish_summary_delete_3.csv;0.889151445238238;0.6673596011639981;0.813953488372093;0.7543859649122807;0.6882352941176471;0.6390532544378698;0.813953488372093
medicine_1;finnish;delete;Case_1_Medicine_Finnish_summary_delete_2.csv;0.975555131417057;0.7919764176767634;0.9032258064516129;0.8702702702702704;0.8315217391304347;0.8032786885245902;0.9032258064516129
medicine_1;finnish;delete;Case_1_Medicine_Finnish_summary_delete_1.csv;0.9855968174816098;0.8922032287424984;0.9565217391304348;0.9357326478149101;0.909560723514212;0.8883116883116884;0.9565217391304348
medicine_1;finnish;modify;Case_1_Medicine_Finnish_summary_mod_3.csv;0.8216189330418566;0.5818895598830097;0.6714285714285714;0.5263157894736843;0.4326923076923077;0.3671497584541063;0.6428571428571429
medicine_1;finnish;modify;Case_1_Medicine_Finnish_summary_mod_2.csv;0.9612691731277868;0.7436557918199351;0.8382352941176471;0.7192118226600985;0.6386138613861386;0.5771144278606966;0.8039215686274509
medicine_1;finnish;modify;Case_1_Medicine_Finnish_summary_mod_1.csv;0.9922835346932108;0.8621918718899163;0.923469387755102;0.882051282051282;0.845360824742268;0.8134715025906737;0.923469387755102
medicine_1;finnish;synonyms;Case_1_Medicine_Finnish_summary_synonyms_2.csv;0.9714469475504769;0.8870663640301515;0.9491525423728813;0.9051094890510949;0.8606356968215159;0.8157248157248157;0.9491525423728813
medicine_1;finnish;synonyms;Case_1_Medicine_Finnish_summary_synonyms_3.csv;0.9599441668417209;0.829280144322535;0.9095238095238095;0.8421052631578948;0.7836538461538461;0.7294685990338164;0.9095238095238095
medicine_1;finnish;synonyms;Case_1_Medicine_Finnish_summary_synonyms_1.csv;0.9719155552096772;0.9285038843645742;0.9660194174757282;0.9414634146341464;0.9166666666666666;0.8916256157635468;0.9660194174757282
medicine_3;swedish;delete;Case_3_Medicine_Swedish_summary_delete_2.csv;0.9568285088518274;0.8620660693261797;0.9264214046822742;0.9026845637583892;0.8787878787878788;0.8581081081081082;0.9264214046822742
medicine_3;swedish;delete;Case_3_Medicine_Swedish_summary_delete_3.csv;0.9380929218638253;0.8203041102275257;0.911864406779661;0.8775510204081631;0.8430034129692834;0.8116438356164383;0.911864406779661
medicine_3;swedish;delete;Case_3_Medicine_Swedish_summary_delete_1.csv;0.9829743854459367;0.9258388516877849;0.964516129032258;0.948220064724919;0.9318181818181819;0.9185667752442997;0.964516129032258
medicine_3;swedish;modify;Case_3_Medicine_Swedish_summary_mod_1.csv;0.9632773518319484;0.941190332545445;0.958139534883721;0.9393468118195957;0.923556942277691;0.9076682316118937;0.9550387596899225
medicine_3;swedish;modify;Case_3_Medicine_Swedish_summary_mod_2.csv;0.9649942168211226;0.8985362715640042;0.9351851851851852;0.9009287925696594;0.8757763975155279;0.853582554517134;0.9351851851851852
medicine_3;swedish;modify;Case_3_Medicine_Swedish_summary_mod_3.csv;0.9581751054424165;0.8464906816519456;0.9162861491628614;0.8793893129770992;0.8514548238897398;0.82642089093702;0.9162861491628614
medicine_3;swedish;synonyms;Case_3_Medicine_Swedish_summary_synonyms_3.csv;0.9882583739895942;0.8700430766390654;0.9325153374233129;0.8769230769230768;0.8302469135802468;0.7894736842105263;0.9171779141104294
medicine_3;swedish;synonyms;Case_3_Medicine_Swedish_summary_synonyms_2.csv;0.9907628586817716;0.9069932014607825;0.9473684210526315;0.9099378881987578;0.8785046728971964;0.846875;0.934984520123839
medicine_3;swedish;synonyms;Case_3_Medicine_Swedish_summary_synonyms_1.csv;0.9937462246026766;0.9499789713230009;0.978328173374613;0.9596273291925466;0.9439252336448598;0.928125;0.9752321981424149
medicine_4;swedish;delete;Case_4_Medicine_Swedish_summary_delete_1.csv;0.9889623490735489;0.9357113994958293;0.9750982961992137;0.9618922470433641;0.9486166007905139;0.9352708058124175;0.9750982961992137
medicine_4;swedish;delete;Case_4_Medicine_Swedish_summary_delete_3.csv;0.9824770398803825;0.8209111388150876;0.9158620689655171;0.8769017980636238;0.840499306518724;0.8094575799721835;0.9158620689655171
medicine_4;swedish;delete;Case_4_Medicine_Swedish_summary_delete_2.csv;0.9870094883832415;0.8942732558386024;0.9589403973509933;0.9322709163346614;0.9081225033288948;0.8865153538050734;0.9589403973509933
medicine_4;swedish;modify;Case_4_Medicine_Swedish_summary_mod_3.csv;0.9428606029603882;0.7796355133241069;0.8445532435740515;0.7901840490797546;0.7576875768757688;0.7324290998766954;0.8274173806609546
medicine_4;swedish;modify;Case_4_Medicine_Swedish_summary_mod_2.csv;0.9659952260208092;0.877948452870133;0.9143576826196472;0.8813131313131313;0.8556962025316457;0.83502538071066;0.9042821158690176
medicine_4;swedish;modify;Case_4_Medicine_Swedish_summary_mod_1.csv;0.9838015685717185;0.9453420283795895;0.9645569620253165;0.9492385786802031;0.9363867684478371;0.9234693877551021;0.9645569620253165
medicine_4;swedish;synonyms;Case_4_Medicine_Swedish_summary_synonyms_1.csv;0.9401033269818276;0.8010586750619262;0.9086294416243655;0.8244274809160306;0.7602040816326531;0.7007672634271099;0.8883248730964467
medicine_4;swedish;synonyms;Case_4_Medicine_Swedish_summary_synonyms_2.csv;0.9399639213180796;0.7850603801911213;0.9077117572692794;0.8162230671736374;0.7496823379923762;0.6878980891719745;0.8824273072060682
medicine_4;swedish;synonyms;Case_4_Medicine_Swedish_summary_synonyms_3.csv;0.9434954681990454;0.7439925237913708;0.8908406524466751;0.7823899371069183;0.7036569987389658;0.6371681415929203;0.8632371392722711
medicine_5;swedish;delete;Case_5_Medicine_Swedish_summary_delete_1.csv;0.9785814525371184;0.8815865656597046;0.9537953795379537;0.9337748344370861;0.9136212624584718;0.8933333333333334;0.9537953795379537
medicine_5;swedish;delete;Case_5_Medicine_Swedish_summary_delete_3.csv;0.8810561904915231;0.6564785471808858;0.8178438661710038;0.7649253731343284;0.7116104868913857;0.6616541353383458;0.8178438661710038
medicine_5;swedish;delete;Case_5_Medicine_Swedish_summary_delete_2.csv;0.8951007784993819;0.754989425055437;0.8881118881118881;0.8526315789473684;0.8169014084507042;0.7809187279151942;0.8881118881118881
medicine_5;swedish;modify;Case_5_Medicine_Swedish_summary_mod_3.csv;0.9622279107603545;0.7859305930879527;0.8714069591527988;0.8133535660091046;0.7792998477929984;0.7511450381679389;0.859304084720121
medicine_5;swedish;modify;Case_5_Medicine_Swedish_summary_mod_2.csv;0.9786357278046304;0.8700634742179356;0.9312977099236642;0.9065849923430321;0.8847926267281107;0.8628659476117103;0.9282442748091603
medicine_5;swedish;modify;Case_5_Medicine_Swedish_summary_mod_1.csv;0.9862262863654485;0.9449925116765718;0.9700787401574803;0.9510268562401264;0.9318541996830428;0.9157392686804451;0.9700787401574803
medicine_5;swedish;synonyms;Case_5_Medicine_Swedish_summary_synonyms_3.csv;0.9583654220763247;0.8430715133775806;0.9264475743348983;0.8445839874411303;0.8;0.7582938388625592;0.9045383411580594
medicine_5;swedish;synonyms;Case_5_Medicine_Swedish_summary_synonyms_2.csv;0.9688672368966527;0.8894569815337312;0.9465408805031447;0.8895899053627762;0.8607594936708861;0.8317460317460317;0.9308176100628932
medicine_5;swedish;synonyms;Case_5_Medicine_Swedish_summary_synonyms_1.csv;0.9742579905406542;0.9502461998032801;0.9746835443037974;0.9428571428571428;0.9299363057324841;0.9169329073482428;0.9651898734177216
medicine_2;swedish;delete;Case_2_Medicine_Swedish_summary_delete_2.csv;0.9636941570108009;0.8202513855583965;0.9099378881987578;0.881619937694704;0.853125;0.8244514106583073;0.9099378881987578
medicine_2;swedish;delete;Case_2_Medicine_Swedish_summary_delete_3.csv;0.9548893845293668;0.6998976657151195;0.8241206030150754;0.7899159663865546;0.7588532883642496;0.7275803722504229;0.8241206030150754
medicine_2;swedish;delete;Case_2_Medicine_Swedish_summary_delete_1.csv;0.9639964151224815;0.8951111254764403;0.9506726457399104;0.9385307346326837;0.9263157894736843;0.9140271493212669;0.9506726457399104
medicine_2;swedish;modify;Case_2_Medicine_Swedish_summary_mod_1.csv;0.9826103661921416;0.939954801248357;0.9648382559774964;0.9337094499294781;0.9165487977369167;0.9021276595744682;0.9592123769338959
medicine_2;swedish;modify;Case_2_Medicine_Swedish_summary_mod_2.csv;0.9784269569473634;0.8452526707947977;0.9117647058823529;0.871313672922252;0.8440860215053764;0.8194070080862534;0.9064171122994652
medicine_2;swedish;modify;Case_2_Medicine_Swedish_summary_mod_3.csv;0.8827361256578241;0.4586333731706405;0.6148760330578513;0.46766169154228854;0.389351081530782;0.337228714524207;0.5586776859504132
medicine_2;swedish;synonyms;Case_2_Medicine_Swedish_summary_synonyms_1.csv;0.9908963481898861;0.9582468005758699;0.9772727272727273;0.9629629629629629;0.9514285714285714;0.9398280802292263;0.9772727272727273
medicine_2;swedish;synonyms;Case_2_Medicine_Swedish_summary_synonyms_2.csv;0.9891680579036973;0.9154421752534975;0.9475177304964539;0.9189189189189189;0.8930099857346648;0.8669527896995709;0.9475177304964539
medicine_2;swedish;synonyms;Case_2_Medicine_Swedish_summary_synonyms_3.csv;0.9830391283011444;0.8693291995942694;0.9243697478991597;0.8792134831460673;0.8394366197183099;0.7994350282485875;0.9215686274509804
medicine_1;swedish;delete;Case_1_Medicine_Swedish_summary_delete_3.csv;0.892778649752478;0.6631699146691532;0.8279569892473119;0.772972972972973;0.7173913043478262;0.6612021857923497;0.8279569892473119
medicine_1;swedish;delete;Case_1_Medicine_Swedish_summary_delete_2.csv;0.9816830633399617;0.7779517372927287;0.898989898989899;0.8629441624365483;0.826530612244898;0.7948717948717948;0.898989898989899
medicine_1;swedish;delete;Case_1_Medicine_Swedish_summary_delete_1.csv;0.988153047071033;0.8822205041089839;0.9569377990430622;0.9326923076923078;0.9082125603864735;0.883495145631068;0.9569377990430622
medicine_1;swedish;modify;Case_1_Medicine_Swedish_summary_mod_1.csv;0.992481149320032;0.8943837627976587;0.951048951048951;0.9039812646370025;0.8658823529411765;0.8321513002364067;0.9417249417249418
medicine_1;swedish;modify;Case_1_Medicine_Swedish_summary_mod_2.csv;0.9591465159435644;0.7559082358004389;0.8636363636363636;0.7579908675799087;0.6880733944954128;0.6267281105990784;0.8363636363636363
medicine_1;swedish;modify;Case_1_Medicine_Swedish_summary_mod_3.csv;0.8378316733415088;0.2558492047500124;0.5620328849028401;0.46776611694152925;0.4180451127819549;0.3770739064856712;0.48131539611360236
medicine_1;swedish;synonyms;Case_1_Medicine_Swedish_summary_synonyms_1.csv;0.9955679708984995;0.9298643053927119;0.9727272727272728;0.9452054794520548;0.9220183486238531;0.8986175115207374;0.9727272727272728
medicine_1;swedish;synonyms;Case_1_Medicine_Swedish_summary_synonyms_2.csv;0.9953417055004798;0.8791363322990132;0.9433106575963719;0.8974943052391801;0.8558352402745996;0.8183908045977012;0.9433106575963719
medicine_1;swedish;synonyms;Case_1_Medicine_Swedish_summary_synonyms_3.csv;0.9920005907948615;0.8380065778674048;0.9206349206349206;0.8519362186788155;0.7871853546910755;0.735632183908046;0.9070294784580498
